country,idcode,year,growth,FI,KOFEcGI,FIXEcGI,lngdp,lngcf,lnexp,lnimp,lnghg,KOFEcGIDF,KOFEcGIDJ,FIXEcGIDF,FIXEcGIDJ,w1y_lnghg,w1x_FI,w1x_KOFEcGI,w1x_FIXEcGI
Denmark,DNK,2018,-1.1322402,12.710138,84,10.676516,26.601002,25.112764,26.031534,25.916223,3.895487,82,86,10.422313,10.930718,0.0177744,0.0491741,0.2673275,0.0364659
Denmark,DNK,2019,-7.4921642,12.638755,85,10.742942,26.572591,25.050044,26.046276,25.910652,3.8205654,83,86,10.490167,10.86933,0.0177252,0.0490781,0.2681759,0.0365098
Denmark,DNK,2020,-5.4956408,12.48348,84,10.486123,26.595384,25.111523,26.00138,25.876557,3.765609,82,86,10.236453,10.735793,0.0175248,0.0487293,0.2650217,0.0357829
Algeria,DZA,2006,3.9939534,10.586492,45,4.7639215,25.48544,24.287149,24.771566,23.958015,5.2749976,41,49,4.3404618,5.1873812,0.1139346,0.3122423,1.568428,0.1757835
Algeria,DZA,2007,1.7100506,10.845622,43,4.6636174,25.628541,24.562718,24.871151,24.225816,5.2920981,41,45,4.446705,4.8805299,0.1146142,0.3207474,1.605183,0.1843583
Algeria,DZA,2008,2.5139185,11.034285,43,4.7447425,25.864929,24.880585,25.123869,24.617125,5.3172373,42,44,4.6343997,4.8550854,0.114932,0.3278953,1.599024,0.1872979
Algeria,DZA,2009,0.90843116,11.157269,45,5.0207711,25.643247,24.886825,24.596548,24.615086,5.3263216,46,45,5.1323438,5.0207711,0.1149661,0.3308391,1.585042,0.1869004
Algeria,DZA,2010,1.3905207,11.128117,43,4.7850902,25.80467,24.924969,24.827561,24.647217,5.3402268,43,43,4.7850902,4.7850902,0.1158648,0.3334286,1.621062,0.1920688
Algeria,DZA,2011,3.440328,11.169145,41,4.5793495,26.021583,25.055314,25.059249,24.80756,5.37463,41,41,4.5793495,4.5793495,0.1171062,0.3354152,1.608148,0.1914407
Algeria,DZA,2012,8.244167,11.202456,41,4.5930071,26.0656,25.128765,25.043417,24.856831,5.4570717,39,42,4.3689579,4.7050316,0.1173549,0.3399598,1.610381,0.1939612
Algeria,DZA,2013,1.9391833,11.254943,41,4.6145268,26.070373,25.235224,24.951558,24.908365,5.4764636,38,43,4.2768785,4.8396257,0.1176799,0.3416621,1.600424,0.1937117
Algeria,DZA,2014,5.1893533,11.352889,38,4.3140977,26.089242,25.304143,24.875879,24.990162,5.5283571,38,39,4.3140977,4.4276266,0.1184551,0.3426647,1.633777,0.197952
Algeria,DZA,2015,3.6622987,11.425411,38,4.341656,25.835254,25.157648,24.358217,24.871151,5.5649801,39,38,4.4559101,4.341656,0.1185081,0.3429752,1.596412,0.1932056
Algeria,DZA,2016,0.7896133,11.449182,37,4.2361973,25.79844,25.121412,24.213694,24.820938,5.5728762,37,38,4.2361973,4.3506891,0.1185489,0.3428139,1.622084,0.1958387
Algeria,DZA,2017,1.1033552,11.485253,37,4.2495435,25.859064,25.137276,24.352926,24.819276,5.5839098,37,38,4.2495435,4.364396,0.1191116,0.3425676,1.647563,0.198727
Algeria,DZA,2018,3.060425,11.521587,38,4.378203,25.888052,25.133637,24.516505,24.819276,5.614514,38,38,4.378203,4.378203,0.11913,0.3418729,1.653494,0.1989451
Algeria,DZA,2019,1.8237807,11.53857,36,4.1538853,25.87076,25.06447,24.376518,24.71779,5.6327518,34,38,3.9231139,4.3846567,0.1193085,0.341519,1.657735,0.1992692
Algeria,DZA,2020,-4.5465703,11.575664,35,4.0514824,25.7,24.82921,23.938134,24.470414,5.5872861,32,38,3.7042125,4.3987524,0.117802,0.3414254,1.597607,0.1921611
Ecuador,ECU,2006,2.7513566,11.029758,43,4.7427958,24.573413,23.121161,23.362323,23.362323,4.5230921,42,43,4.6324982,4.7427958,0.1242779,0.3044612,1.505729,0.177508
Ecuador,ECU,2007,-0.45696957,11.505056,44,5.0622247,24.655091,23.208172,23.495855,23.495855,4.5185224,45,43,5.1772753,4.9471742,0.1251062,0.3109072,1.524561,0.1829358
Ecuador,ECU,2008,1.8690114,11.616624,41,4.7628157,24.8504,23.495855,23.767788,23.767788,4.5372125,42,41,4.8789819,4.7628157,0.1256898,0.3176583,1.522815,0.1863512
Ecuador,ECU,2009,3.5847639,11.682635,39,4.5562275,24.866401,23.495855,23.495855,23.556479,4.5730601,37,41,4.3225748,4.7898802,0.1255956,0.3199531,1.502089,0.1846969
Ecuador,ECU,2010,3.6400835,11.751326,40,4.7005302,24.971761,23.718998,23.718998,23.85876,4.609461,38,42,4.4655037,4.9355568,0.1265682,0.3219086,1.516638,0.1874002
Ecuador,ECU,2011,-11.92528,11.631312,39,4.5362117,25.092714,23.814308,23.942142,24.019103,4.4902082,37,41,4.3035855,4.7688379,0.127881,0.3236706,1.523087,0.1889256
Ecuador,ECU,2012,-0.14594445,11.695026,39,4.5610602,25.200603,23.90132,23.981362,24.05547,4.4887487,35,43,4.0932592,5.0288613,0.1284171,0.3306624,1.526601,0.1928193
Ecuador,ECU,2013,3.412622,11.576515,40,4.630606,25.277143,24.019103,24.05547,24.124463,4.5228749,36,44,4.1675454,5.0936666,0.1287249,0.332464,1.51307,0.1921001
Ecuador,ECU,2014,1.8396517,11.504698,36,4.1416912,25.328436,24.090562,24.090562,24.124463,4.5412715,36,36,4.1416912,4.1416912,0.1292192,0.3343275,1.533379,0.1956115
Ecuador,ECU,2015,-1.7853776,11.489426,36,4.1361932,25.318386,24.019103,23.767788,23.90132,4.5234177,35,37,4.021299,4.2510875,0.129451,0.3355367,1.49517,0.1911026
Ecuador,ECU,2016,8.4049861,11.475603,37,4.2459732,25.328436,23.942142,23.718998,23.718998,4.6074675,37,37,4.2459732,4.2459732,0.1297779,0.3350806,1.509421,0.1924733
Ecuador,ECU,2017,-1.3762837,11.436574,38,4.345898,25.328436,24.019103,23.85876,23.85876,4.5937047,39,36,4.4602637,4.1171665,0.1302036,0.3347802,1.52793,0.1947286
Ecuador,ECU,2018,1.2564874,11.468446,38,4.3580095,25.423746,24.090562,23.942142,23.981362,4.6062696,42,34,4.8167474,3.8992717,0.1303303,0.3349281,1.53643,0.1957256
Ecuador,ECU,2019,0.14972304,11.682011,38,4.4391641,25.423746,24.05547,23.981362,23.981362,4.6077668,43,34,5.0232646,3.9718837,0.1306789,0.3344325,1.545059,0.1968504
Ecuador,ECU,2020,-6.2452793,11.703621,37,4.3303396,25.318386,23.814308,23.814308,23.718998,4.545314,41,34,4.7984845,3.979231,0.1295748,0.3341872,1.496217,0.1905687
"Egypt, Arab Rep.",EGY,2006,4.3854042,12.195026,60,7.3170157,25.396095,23.723986,24.326043,24.427034,5.5429875,58,62,7.0731152,7.5609162,0.2102991,0.5742885,2.829363,0.3316786
"Egypt, Arab Rep.",EGY,2007,5.6951777,12.343755,63,7.7765659,25.5908,24.026483,24.516505,24.706679,5.5999393,58,67,7.1593781,8.2703161,0.2108441,0.5851285,2.849008,0.339349
"Egypt, Arab Rep.",EGY,2008,3.3599496,12.424389,60,7.4546335,25.817016,24.320578,24.726956,24.930939,5.6335388,56,65,6.957658,8.075853,0.2114785,0.5951735,2.80231,0.3388786
"Egypt, Arab Rep.",EGY,2009,2.5246287,12.508602,56,7.0048171,25.965013,24.315084,24.521,24.708539,5.6587851,48,63,6.004129,7.8804193,0.2112414,0.5998771,2.751137,0.3350827
"Egypt, Arab Rep.",EGY,2010,0.83679591,12.561774,56,7.0345933,26.112338,24.477465,24.610996,24.815942,5.6671531,49,63,6.1552691,7.9139175,0.2127065,0.6016809,2.718796,0.3312656
"Egypt, Arab Rep.",EGY,2011,2.8630837,12.598647,53,6.6772828,26.187098,24.422096,24.575539,24.840676,5.6957839,45,61,5.669391,7.6851745,0.2148768,0.6061285,2.740382,0.3356198
"Egypt, Arab Rep.",EGY,2012,3.4737867,12.650847,50,6.3254234,26.354478,24.523239,24.606889,24.95447,5.7305218,42,57,5.3133557,7.2109827,0.2156236,0.6098559,2.737589,0.336982
"Egypt, Arab Rep.",EGY,2013,-0.93251409,12.686656,44,5.5821288,26.386226,24.436838,24.525474,24.902258,5.7211966,40,47,5.0746626,5.9627285,0.2158134,0.6135987,2.738987,0.3390734
"Egypt, Arab Rep.",EGY,2014,1.8499814,12.749177,44,5.6096379,26.446851,24.453767,24.57766,25.027331,5.7396964,40,49,5.0996708,6.2470968,0.2175516,0.6159469,2.768749,0.3437832
"Egypt, Arab Rep.",EGY,2015,1.961534,12.826191,38,4.8739524,26.519324,24.575539,24.35027,24.941302,5.7593118,35,42,4.4891667,5.3870001,0.2181654,0.6096179,2.752039,0.3371964
"Egypt, Arab Rep.",EGY,2016,3.260366,12.977209,38,4.9313393,26.528401,24.635289,24.237792,24.947176,5.7919154,34,41,4.4122509,5.3206555,0.218989,0.6107335,2.74739,0.3366629
"Egypt, Arab Rep.",EGY,2017,3.0893736,13.047088,49,6.3930729,26.187098,24.306785,24.482138,24.974614,5.8228092,50,48,6.5235438,6.262602,0.2199095,0.6116902,2.783005,0.341856
"Egypt, Arab Rep.",EGY,2018,-1.9060715,13.099882,51,6.6809397,26.244727,24.451366,24.666788,25.057939,5.8037485,53,49,6.9429373,6.4189421,0.2213765,0.6125621,2.793921,0.3437863
"Egypt, Arab Rep.",EGY,2019,-7.4818198,13.409583,49,6.5706958,26.436999,24.734229,24.702947,25.092714,5.7289303,50,49,6.7047916,6.5706958,0.2226647,0.6125537,2.780038,0.3418937
"Egypt, Arab Rep.",EGY,2020,-2.5281136,13.504019,44,5.9417683,26.623163,24.643257,24.414642,25.006852,5.7036491,39,48,5.2665673,6.481929,0.2205057,0.612138,2.706789,0.332546
Spain,ESP,2006,-1.4923423,17.915263,73,13.078142,27.862133,26.676509,26.488457,26.689413,5.9891118,63,84,11.286615,15.048821,0.0228541,0.0622196,0.3159705,0.0411373
Spain,ESP,2007,3.998568,18.018064,73,13.153186,28.016284,26.830289,26.671301,26.873869,6.0290975,64,82,11.531561,14.774812,0.0229476,0.0629052,0.3212113,0.0422199
Spain,ESP,2008,-8.3598322,18.070329,72,13.010637,28.119601,26.86315,26.763521,26.931856,5.9454991,63,81,11.384307,14.636966,0.023012,0.0635265,0.3174768,0.042101
Spain,ESP,2009,-9.9262697,17.999966,71,12.779976,28.029797,26.575468,26.563907,26.601002,5.8462364,59,83,10.61998,14.939972,0.0228385,0.0637807,0.3141629,0.0417972
Spain,ESP,2010,-4.4118067,17.949384,72,12.923556,27.981678,26.482168,26.634062,26.673908,5.8021184,61,82,10.949124,14.718495,0.0229957,0.0639505,0.3156691,0.0420602
Spain,ESP,2011,3.2546152,17.88258,72,12.875458,28.023063,26.443578,26.805485,26.794004,5.8346645,64,81,11.444851,14.48489,0.022975,0.0640731,0.3153592,0.0420455
Spain,ESP,2012,-1.898296,17.74341,73,12.952689,27.9162,26.220434,26.753951,26.686845,5.8156816,66,80,11.71065,14.194728,0.0229956,0.0642699,0.3149827,0.0420597
Spain,ESP,2013,-8.1952016,17.516285,73,12.786888,27.938506,26.174304,26.825824,26.699617,5.7337296,66,79,11.560748,13.837865,0.0229522,0.0641849,0.3149739,0.0420031
Spain,ESP,2014,-0.41168997,17.330875,75,12.998156,27.945832,26.228597,26.852316,26.756352,5.7296127,67,84,11.611686,14.557935,0.0228976,0.0641894,0.3212838,0.0428454
Spain,ESP,2015,3.3664395,17.238075,75,12.928556,27.813343,26.148216,26.719718,26.625899,5.763277,67,83,11.54951,14.307602,0.0229579,0.063979,0.3177621,0.0422303
Spain,ESP,2016,-5.0138477,17.070612,76,12.973665,27.838035,26.165684,26.758747,26.631349,5.7131386,67,84,11.43731,14.339314,0.0231933,0.0638194,0.3194176,0.0422947
Spain,ESP,2017,5.3399588,17.007595,77,13.095848,27.901048,26.264529,26.858831,26.749132,5.7665382,69,85,11.73524,14.456455,0.0232652,0.0636752,0.3228882,0.0426721
Spain,ESP,2018,-2.0590591,16.88639,77,13.00252,27.981678,26.396589,26.935872,26.856664,5.7459476,69,85,11.651609,14.353432,0.0232277,0.0635595,0.3240296,0.0426848
Spain,ESP,2019,-5.7312571,16.763448,78,13.07549,27.960325,26.393147,26.91153,26.823585,5.688635,70,86,11.734414,14.416566,0.0231789,0.0634346,0.3251215,0.0427525
Spain,ESP,2020,-14.185727,16.673692,75,12.505269,27.877881,26.287786,26.699617,26.650192,5.5467777,65,86,10.8379,14.339375,0.0228927,0.0631895,0.3195819,0.0418343
Estonia,EST,2006,-3.2774018,10.141507,86,8.721696,23.556479,22.637243,23.102812,23.248994,3.016025,84,88,8.5188659,8.9245262,0.0387463,0.1083127,0.5836083,0.071958
Estonia,EST,2007,16.950087,10.300041,86,8.8580355,23.836781,22.918266,23.369441,23.502085,3.1855258,84,88,8.6520346,9.0640363,0.0388967,0.109687,0.5926676,0.0739056
Estonia,EST,2008,-9.8126383,10.414419,85,8.8522562,23.913742,22.764486,23.508277,23.568175,3.0873995,83,87,8.6439678,9.0605445,0.0390515,0.1110358,0.5839357,0.0736071
Estonia,EST,2009,-17.341969,10.260588,84,8.618894,23.698795,22.141543,23.208172,23.121161,2.9139798,82,86,8.4136822,8.8241058,0.0386475,0.1114834,0.5808117,0.0734738
Estonia,EST,2010,22.281794,10.252699,85,8.7147945,23.69368,22.163101,23.411113,23.318521,3.1367977,84,86,8.6122675,8.8173215,0.0388814,0.1119406,0.5814772,0.0737868
Estonia,EST,2011,-23.757634,10.046323,85,8.5393749,23.867418,22.504975,23.723986,23.657123,2.8992214,84,87,8.4389116,8.7403013,0.038575,0.1121296,0.57969,0.0735789
Estonia,EST,2012,-8.3812654,9.8776726,86,8.4947984,23.85876,22.634289,23.708948,23.69368,2.8154087,85,87,8.3960217,8.5935752,0.0384944,0.112595,0.5773348,0.0734462
Estonia,EST,2013,10.667701,9.6435358,85,8.1970055,23.946134,22.646054,23.777267,23.748557,2.9220857,84,86,8.1005701,8.2934408,0.0384931,0.1125715,0.5788015,0.0735949
Estonia,EST,2014,-6.964663,9.4914097,85,8.0676983,24.004177,22.701505,23.805176,23.763015,2.8524391,83,88,7.8778701,8.3524406,0.0383306,0.1127435,0.5937211,0.0755534
Estonia,EST,2015,-20.484687,9.4090708,85,7.9977102,23.854403,22.470725,23.59683,23.544645,2.6475922,83,88,7.8095288,8.2799823,0.038512,0.1124106,0.5856578,0.074265
Estonia,EST,2016,51.323066,9.3220021,86,8.0169218,23.905478,22.526624,23.641037,23.59683,3.1608229,83,88,7.7372617,8.2033618,0.0392747,0.1123417,0.5883081,0.0745306
Estonia,EST,2017,3.7441978,9.2600554,86,7.9636477,24.015392,22.687577,23.738801,23.683371,3.1982649,83,89,7.685846,8.2414493,0.0394958,0.1120148,0.5979045,0.075515
Estonia,EST,2018,-4.3394376,9.2152294,86,7.9250973,24.144266,22.8727,23.845631,23.809752,3.1548705,84,88,7.7407927,8.1094019,0.0394363,0.1118366,0.6003776,0.0756103
Estonia,EST,2019,-27.567204,9.1073665,86,7.8323352,24.160474,22.81513,23.85876,23.800578,2.8791985,84,89,7.6501879,8.1055562,0.0393523,0.1117751,0.6018723,0.0757727
Estonia,EST,2020,-18.25463,8.8830122,86,7.6393905,24.170074,23.008705,23.805176,23.805176,2.6966522,84,89,7.4617303,7.9058809,0.0388868,0.1114907,0.5922281,0.0743277
France,FRA,2006,-2.2438008,17.501183,76,13.300899,28.472588,27.012981,27.201775,27.213989,6.0722147,66,85,11.550781,14.876006,0.1130123,0.27406,1.216757,0.1652985
France,FRA,2007,-1.5547786,17.520247,76,13.315388,28.609347,27.189411,27.331266,27.356584,6.0566669,66,86,11.563363,15.067413,0.1131465,0.2762292,1.250545,0.1714826
France,FRA,2008,-1.4224118,17.530095,75,13.147571,28.706024,27.284297,27.441071,27.490609,6.0424428,66,84,11.569863,14.72528,0.1131519,0.2777122,1.279531,0.1776228
France,FRA,2009,-4.3357358,17.467167,74,12.925704,28.624273,27.079373,27.223053,27.271485,5.9990854,63,85,11.004315,14.847092,0.1125372,0.2795561,1.282756,0.1785499
France,FRA,2010,0.97277512,17.443531,76,13.257084,28.605581,27.088017,27.287121,27.347331,6.0088132,66,86,11.512731,15.001437,0.1133797,0.2805605,1.290883,0.1801766
France,FRA,2011,-2.6818335,17.414634,75,13.060975,28.685333,27.223053,27.437436,27.503188,5.9819949,67,84,11.667805,14.628292,0.1143488,0.2809474,1.276706,0.1789
France,FRA,2012,0.91196351,17.349685,75,13.012264,28.616838,27.131795,27.401608,27.448299,5.9911145,68,83,11.797786,14.400238,0.1149211,0.2814128,1.285644,0.181188
France,FRA,2013,0.22981625,17.351167,75,13.013375,28.664206,27.164212,27.45309,27.488305,5.9934126,68,82,11.798793,14.227957,0.1152336,0.2819083,1.30122,0.1842851
France,FRA,2014,-8.7152022,17.303551,78,13.49677,28.681843,27.198699,27.473197,27.514487,5.9062606,68,87,11.766415,15.054089,0.1148143,0.2827063,1.308306,0.1863176
France,FRA,2015,1.4566841,17.297812,77,13.319315,28.523019,27.040431,27.379992,27.391494,5.9208275,70,85,12.108468,14.70314,0.1148679,0.2830894,1.352901,0.1935421
France,FRA,2016,-0.128866,17.312348,78,13.503631,28.535239,27.049415,27.38256,27.400349,5.9195388,70,86,12.118643,14.888619,0.1153496,0.2833934,1.353375,0.1933173
France,FRA,2017,0.88794379,17.217858,78,13.429929,28.586533,27.133441,27.450698,27.47787,5.9284182,71,86,12.224679,14.807358,0.1152277,0.2833562,1.372893,0.1965856
France,FRA,2018,-3.959569,17.181724,79,13.573562,28.657063,27.224556,27.543282,27.57762,5.8888226,71,86,12.199024,14.776283,0.1151133,0.2835717,1.380005,0.1974795
France,FRA,2019,-2.6328389,17.170456,79,13.56466,28.635323,27.223053,27.516732,27.543282,5.8624942,72,87,12.362728,14.938296,0.1148983,0.2830904,1.382429,0.1979471
France,FRA,2020,-11.128754,17.171136,77,13.221775,28.6018,27.162616,27.344671,27.402865,5.7512066,69,85,11.848084,14.595465,0.114053,0.283046,1.361988,0.194963
United Kingdom,GBR,2006,-0.54140098,17.279683,79,13.65095,28.624273,26.937874,27.329916,27.407878,6.5324653,71,88,12.268575,15.206121,0.0466292,0.1232728,0.6289566,0.0933592
United Kingdom,GBR,2007,-2.2668363,17.312198,79,13.676637,28.762423,27.068902,27.395299,27.468502,6.5097969,70,88,12.118539,15.234734,0.0465494,0.1238435,0.6351306,0.0945869
United Kingdom,GBR,2008,-3.1179761,17.35506,79,13.710498,28.695732,26.957677,27.4203,27.480198,6.4786172,71,87,12.322093,15.098902,0.0465941,0.1243095,0.6263655,0.0935197
United Kingdom,GBR,2009,-9.0442387,17.337663,80,13.87013,28.50649,26.60937,27.200238,27.245359,6.3881748,71,88,12.30974,15.257143,0.0461957,0.1244339,0.62161,0.0928103
United Kingdom,GBR,2010,2.102924,17.325906,80,13.860725,28.547312,26.739423,27.288531,27.343339,6.409204,72,88,12.474652,15.246797,0.0465207,0.1244872,0.6233884,0.0930686
United Kingdom,GBR,2011,-7.1369944,17.303218,81,14.015606,28.624273,26.763521,27.444692,27.480198,6.3378341,74,88,12.804381,15.226832,0.0461583,0.1246367,0.6220775,0.0929578
United Kingdom,GBR,2012,3.4512548,17.259227,80,13.807382,28.624273,26.787051,27.43257,27.468502,6.3723466,74,87,12.771828,15.015528,0.0461876,0.1243897,0.6222742,0.0927501
United Kingdom,GBR,2013,-3.0559764,17.246466,80,13.797173,28.660641,26.854492,27.456668,27.503188,6.3417869,74,87,12.762385,15.004426,0.0462356,0.1244534,0.6207109,0.0925793
United Kingdom,GBR,2014,-7.2292924,17.249058,80,13.799246,28.762423,27.014835,27.491759,27.55845,6.2694939,72,88,12.419321,15.179171,0.0459757,0.1242915,0.63389,0.0944145
United Kingdom,GBR,2015,-2.9257074,17.226274,80,13.78102,28.695732,26.977095,27.4203,27.480198,6.2402369,72,89,12.402918,15.331384,0.0461005,0.1238961,0.6330802,0.0940158
United Kingdom,GBR,2016,-3.9727684,17.221103,81,13.949093,28.624273,26.897052,27.369656,27.444692,6.2005092,73,89,12.571405,15.326782,0.0462272,0.1233297,0.6368627,0.0940978
United Kingdom,GBR,2017,-3.3894557,17.214707,82,14.11606,28.624273,26.917671,27.43257,27.480198,6.1666146,74,89,12.738883,15.321089,0.0462095,0.1228896,0.6420366,0.0945361
United Kingdom,GBR,2018,-1.7420089,17.19925,81,13.931393,28.695732,26.977095,27.525661,27.569146,6.1491945,75,88,12.899438,15.13534,0.0461023,0.1222834,0.6418467,0.0939692
United Kingdom,GBR,2019,-3.5180545,17.147923,81,13.889818,28.695732,26.977095,27.514487,27.569146,6.114014,75,87,12.860942,14.918693,0.0458927,0.1218853,0.64472,0.0940674
United Kingdom,GBR,2020,-9.5128841,17.202791,80,13.762232,28.624273,26.875999,27.395299,27.38256,6.0188851,73,87,12.558037,14.966428,0.0453062,0.1209134,0.6370321,0.0921378
Georgia,GEO,2006,3.9784252,10.054087,66,6.6356976,22.770959,21.556175,21.639557,22.200315,2.222459,64,68,6.4346159,6.8367794,0.1812101,0.4522255,2.319705,0.250239
Georgia,GEO,2007,7.9125544,10.624862,73,7.7561493,23.045654,21.947041,21.873838,22.494823,2.3015846,67,79,7.1186576,8.393641,0.1822171,0.4662981,2.328575,0.2588922
Georgia,GEO,2008,-9.3310179,11.103062,73,8.1052349,23.272711,21.987393,22.020729,22.734161,2.2082744,67,79,7.4390512,8.7714186,0.1832082,0.4784581,2.309343,0.262836
Georgia,GEO,2009,7.9197042,11.002971,71,7.8121094,23.102812,21.135375,21.880147,22.381494,2.2874715,68,74,7.4820202,8.1421985,0.1829711,0.4861584,2.315461,0.2669385
Georgia,GEO,2010,-2.6750566,11.058056,70,7.7406392,23.224702,21.643549,22.117032,22.533193,2.2607209,71,69,7.8512198,7.6300587,0.183948,0.4941131,2.355795,0.2751611
Georgia,GEO,2011,39.813907,11.18292,70,7.8280443,23.437961,21.932226,22.379587,22.801457,2.65886,71,68,7.9398735,7.6043859,0.1851756,0.4993706,2.336544,0.2753695
Georgia,GEO,2012,5.8480291,11.430401,74,8.4584967,23.526626,22.17488,22.518353,22.935926,2.7173402,73,75,8.3441927,8.5728007,0.1860785,0.5043558,2.305848,0.2743986
Georgia,GEO,2013,6.5198805,11.729025,75,8.796769,23.568175,22.006974,22.693171,22.94897,2.7825391,72,77,8.4448983,9.0313495,0.1863132,0.5082134,2.280199,0.273242
Georgia,GEO,2014,3.9434894,11.744138,77,9.0429861,23.591165,22.222889,22.674874,23.025851,2.8219739,74,80,8.690662,9.3953103,0.1873382,0.5105319,2.286682,0.2750759
Georgia,GEO,2015,2.0024226,11.65816,78,9.0933649,23.431316,22.091905,22.533193,22.881981,2.8419982,78,79,9.0933649,9.2099465,0.1879162,0.5131866,2.247066,0.2710365
Georgia,GEO,2016,2.2485813,11.556357,79,9.1295219,23.437961,22.242779,22.544584,22.862155,2.864484,79,78,9.1295219,9.0139583,0.1873274,0.5130053,2.303803,0.2772834
Georgia,GEO,2017,-0.34266167,11.580227,80,9.2641816,23.508277,22.211665,22.746137,22.958642,2.8610574,82,79,9.4957861,9.1483793,0.1875454,0.5134024,2.294748,0.2763683
Georgia,GEO,2018,-1.9642457,11.476349,81,9.2958424,23.591165,22.322653,22.909317,23.102812,2.8414149,82,79,9.4106059,9.0663155,0.1869807,0.5122169,2.297787,0.2762248
Georgia,GEO,2019,4.2826984,11.580285,81,9.3800306,23.585467,22.209406,22.979807,23.13918,2.8842419,83,79,9.6116363,9.1484249,0.188147,0.5121936,2.299993,0.2764767
Georgia,GEO,2020,-1.1242389,11.56842,79,9.1390515,23.483276,22.05299,22.50329,22.917152,2.8729995,78,79,9.0233673,9.1390515,0.1859836,0.5116277,2.208763,0.2653721
Guinea,GIN,2006,1.2932854,5.063176,26,1.3164258,22.163101,20.762487,20.818576,20.954378,3.2756342,31,20,1.5695846,1.0126352,0.3601775,1.093295,6.683103,0.5246208
Guinea,GIN,2007,1.3140794,5.2773887,25,1.3193472,22.560636,21.108528,20.946409,21.135375,3.288775,30,21,1.5832166,1.1082516,0.3670472,1.144735,6.922369,0.5669249
Guinea,GIN,2008,2.2862353,5.6534455,26,1.4698958,22.663445,21.327582,21.094829,21.316593,3.3116373,32,21,1.8091026,1.1872236,0.3777538,1.215704,6.70575,0.585875
Guinea,GIN,2009,1.6272281,6.201174,27,1.674317,22.628354,21.08094,20.836595,21.05257,3.3279096,33,21,2.0463874,1.3022465,0.3848795,1.259617,6.294278,0.5657159
Guinea,GIN,2010,7.7611767,6.5503866,28,1.8341083,22.647514,21.05257,21.148534,21.311053,3.4055214,35,21,2.2926353,1.3755812,0.3881897,1.293283,6.559476,0.6044359
Guinea,GIN,2011,4.4783603,6.9383159,34,2.3590274,22.638717,21.211846,21.135375,21.705344,3.450305,46,21,3.1916253,1.4570463,0.3807103,1.306539,6.893645,0.6384721
Guinea,GIN,2012,4.0428391,7.1469798,34,2.4299731,22.756663,21.4114,21.46043,21.867489,3.4907333,47,21,3.3590805,1.5008658,0.3863389,1.323501,6.989431,0.6554306
Guinea,GIN,2013,0.1218398,7.5142157,31,2.3294069,22.849114,21.401299,21.4114,21.774087,3.4919517,41,21,3.0808284,1.5779853,0.3885638,1.343414,6.828385,0.6515287
Guinea,GIN,2014,1.5106027,7.9980829,29,2.319444,22.895742,21.416413,21.479388,21.794849,3.5070578,39,19,3.1192523,1.5196357,0.3950801,1.353044,7.032346,0.6704002
Guinea,GIN,2015,1.842001,8.277676,26,2.1521958,22.896881,21.479388,21.343842,21.716518,3.5254778,33,19,2.7316331,1.5727584,0.4017562,1.359469,6.459666,0.624221
Guinea,GIN,2016,10.471268,8.3745971,36,3.014855,22.875028,22.233988,21.627484,22.360319,3.6301905,47,26,3.9360606,2.1773952,0.4015413,1.360884,6.515057,0.6304482
Guinea,GIN,2017,1.1597389,8.4006065,38,3.1922305,23.05541,21.556175,22.260133,22.167829,3.6417878,49,26,4.1162972,2.1841577,0.404774,1.349842,6.866649,0.6556475
Guinea,GIN,2018,0.67903108,8.4549743,38,3.2128902,23.199804,21.564833,22.129363,22.153577,3.6485782,50,26,4.2274871,2.1982933,0.4057443,1.356593,6.97679,0.6694752
Guinea,GIN,2019,5.7895605,8.4969649,36,3.0589073,23.318521,21.697825,22.119511,22.186521,3.7064738,47,26,3.9935735,2.2092109,0.410937,1.360214,6.8308,0.6579088
Guinea,GIN,2020,2.6183314,8.5382124,43,3.6714313,23.376508,21.469954,22.92049,22.565402,3.7326571,61,26,5.2083096,2.2199352,0.4120262,1.368054,6.569794,0.6377435
"Gambia, The",GMB,2006,4.2966036,5.6709879,45,2.5519446,20.772056,18.921456,19.118815,19.571253,0.76080583,45,45,2.5519446,2.5519446,0.4488648,0.9825537,5.224601,0.4222438
"Gambia, The",GMB,2007,2.3095715,6.1457125,47,2.8884849,20.970126,18.896915,19.383855,19.731713,0.78390154,46,47,2.8270278,2.8884849,0.4546306,1.017457,5.285652,0.4439292
"Gambia, The",GMB,2008,6.1966724,6.7297089,43,2.8937748,21.167952,18.915377,19.593163,19.712664,0.84586827,38,47,2.5572894,3.1629632,0.4611159,1.066767,5.347232,0.4664194
"Gambia, The",GMB,2009,14.367293,7.2222053,44,3.1777703,21.094829,19.046619,19.443132,19.661949,0.98954119,42,47,3.0333262,3.3944365,0.461191,1.110994,5.012667,0.4484622
"Gambia, The",GMB,2010,1.8416727,7.5903916,46,3.4915801,21.155048,19.181487,19.417629,19.593163,1.0079579,46,47,3.4915801,3.567484,0.4671262,1.141998,5.199027,0.4758826
"Gambia, The",GMB,2011,-12.419038,7.6150789,50,3.8075395,21.066856,19.019517,19.336971,19.726307,0.88376754,51,49,3.8836903,3.7313887,0.4687907,1.175049,5.589547,0.5164616
